Name,Address,Type,License,Beds,Website,Avg. Violations
Hearthstone at Presbyterian / Presbyterian Village,"2000 East-West Connector, Marietta, GA 30008",Personal Care Home,33030381,33030111,https://www.phgainc.org/locations/austell-ga/,0.6
Heartis Fayetteville,"936 W Lanier Ave, Fayetteville, GA 30215",Assisted Living Community,ALC000544,96,https://heartis.com/communities/fayetteville/,0.0
Heartis Suwanee,"4055 Suwanee Dam Road, Suwanee, GA 30024",Assisted Living Community,ALC000574,102,tel:770-614-6601,0.0
Heritage of Brookstone,"5235 Stilesboro Rd, Kennesaw, GA 30152",Personal Care Home,PCH006944,70,https://www.heritageofbrookstone.com,3.0
"Heritage of Marietta, The","1790 Powder Springs Rd SW, Marietta, GA 30064",Assisted Living Community,PCH000543,75,https://marietta.surpassliving.com,5.5
Heritage of Peachtree,"1967 GA-54, Fayetteville, GA 30214",Personal Care Home,PCH006946,50,https://www.heritageofpeachtree.com/?gclid=Cj0KCQjw_OzrBRDmARIsAAIdQ_KGm42SMTksv-ynt6huYv3yHkgNqyqHTQ5PYig17ai58fD0Sa9jcg0aAk9pEALw_wcB,1.3
Heritage of Sandy Plains,"3039 Sandy Plains Rd, Marietta, GA 30066",Personal Care Home,PCH006954,70,https://www.heritageofsandyplains.com,4.5
Historic Roswell Place Assisted Living & Memory,"75 Magnolia St, Roswell, GA 30075",Assisted Living Community,ALC000567,96,https://www.pegasusseniorliving.com/communities/historic-roswell-place/,1.7
Holbrook of Decatur,"1882 Clairmont Road, Decatur, GA 30033",Assisted Living Community,ALC000595,129,tel:404-496-6794,0.0
Hollander Senior Living of Monroe,"171 US-78, Monroe, GA 30656",Personal Care Home,PCH008227,50,http://www.hollanderseniorliving.com,8.0
Hollander Senior Living of Sandy Springs,"5399 Northland Dr, Atlanta, GA 30342",Assisted Living Community,ALC000035,60,https://themannhouse.com,6.8
Homelife on Glynco,"1550 Glynco Pkwy, Brunswick, GA 31525",Personal Care Home,PCH008367,65,http://www.homelifeonglynco.com,5.6
Hope Assisted Living & Memory Care Center,"1200 Winder Hwy, Dacula, GA 30019",Assisted Living Community,ALC000166,64,https://www.ssmgrp.com/communities/georgia/hope-center-dacula/,5.5
Hope Center Memory Care,"355 Brandywine Blvd, Fayetteville, GA 30214",Assisted Living Community,ALC000243,64,https://www.phoenixsrliving.com/senior-living/ga/fayetteville/hope-center-memory-care/,2.1
Insignia of Newnan,"27 Belt Rd, Newnan, GA 30263",Assisted Living Community,ALC000285,60,https://insigniaseniorliving.com/newnan-2/,2.0
Insignia of Towne Lake,"1835 Eagle Dr, Woodstock, GA 30189",Assisted Living Community,ALC000554,44,https://insigniaseniorliving.com/towne-lake/,1.3
Inspired Living at Alpharetta,"11450 Morris Rd, Alpharetta, GA 30005",Assisted Living Community,ALC000257,177,https://inspiredliving.care/inspired-living-at-alpharetta/,5.3
Ivy Hall Assisted Living,"5690 State Bridge Rd, Johns Creek, GA 30022",Assisted Living Community,ALC000158,65,,4.7
John-Wesley Villas,"5471 Thomaston Rd, Macon, GA 31220",Assisted Living Community,ALC000083,160,https://assistedlivingmacon.com,2.8
John-Wesley Villas of Savannah,"231 W Montgomery Cross Rd, Savannah, GA 31406",Assisted Living Community,ALC000086,49,https://johnwesleyvillas.com,0.3
Jonesboro Assisted Living Center,"2620 GA-138, Jonesboro, GA 30236",Assisted Living Community,ALC000045,45,tel:770-603-5559,4.8
Kennesaw Place,"2800 Jiles Rd, Kennesaw, GA 30144",Personal Care Home,PCH008815,50,http://www.enlivant.com/communities/georgia/kennesaw-place-kennesaw,2.7
Kimberly Personal Care Home,"700 W Memorial Dr, Dallas, GA 30132",Personal Care Home,110030021,42,https://www.kimberlypersonalcarehome.com,1.7
King's Bridge Retirement Center,"3055 Briarcliff Rd NE, Atlanta, GA 30329",Assisted Living Community,ALC000286,40,tel:404-321-0263,5.0
Lakes Crossing Senior Care,"900 Gross Rd, Kingsland, GA 31548",Personal Care Home,PCH009158,65,https://www.lakesseniorliving.com/lakes-crossing-senior-living/,3.8
Lakeside Senior Living,"1025 N Chester Ave, Douglas, GA 31533",Personal Care Home,PCH009755,70,https://www.lakesseniorliving.com,0.0
"Landings at Norcross, The","680 Holcomb Bridge Rd, Norcross, GA 30071",Assisted Living Community,ALC000138,84,tel:770-368-0292,1.5
"Landings of Columbus, The","6830 River Rd, Columbus, GA 31904",Personal Care Home,PCH001537,64,https://affinitylivinggroup.com/community/the-landings-of-columbus,9.5
Landings of Douglas,"1360 W Gordon St, Douglas, GA 31533",Personal Care Home,PCH001533,58,tel:912-384-6522,2.2
"Landings of Gainesville, The","2030 Windward Ln, Gainesville, GA 30501",Personal Care Home,PCH001530,50,https://affinitylivinggroup.com/community/the-landings-of-gainesville,4.6
Langdale Place,"2720 Windemere Dr, Valdosta, GA 31602",Personal Care Home,92030011,51,http://www.langdaleplace.com,0.3
Lanier Place,"440 Tribble Gap Rd, Cumming, GA 30040",Personal Care Home,PCH009009,90,http://www.enlivant.com/communities/georgia/lanier-place-cumming,9.3
Legacy Village / Legacy Village of Tifton Personal Care,"1934 Whiddon Mill Rd, Tifton, GA 31793",Assisted Living Community and Personal Care Home,ALC000044,137030011,https://www.legacytifton.net,0.0
Legacy Village at Park Regency,"3000 S Veterans Pkwy, Moultrie, GA 31788",Assisted Living Community,ALC000168,70,https://www.legacymoultrie.net,0.6
Legacy Village at Plantation Manor,"220 Park Ave, Thomasville, GA 31792",Personal Care Home,PCH008541,84,https://www.legacythomasville.net,1.6
Lenbrook Assisted Living,"3747 Peachtree Rd, Atlanta, GA 30319",Assisted Living Community,ALC000251,25,https://lenbrook-atlanta.org,11.5
"Lodge at Aspen Village, The","135 Hillside Dr, Dallas, GA 30157",Personal Care Home,PCH008173,104,https://aspenvillageseniorliving.com,23.0
"Lodge at Bethany, The","77 Bethany Way, Statesboro, GA 30458",Assisted Living Community,ALC000194,60,tel:912-764-7960,0.3
"Madeline of Decatur, The","475 Irvin Ct, Decatur, GA 30030",Assisted Living Community,ALC000242,70,https://themadelinememorycare.com,6.1
Madison Heights,"2822 Knob Hill Farm Rd, Evans, GA 30809",Assisted Living Community,ALC000157,60,https://www.madisonheightsevans.com,7.3
Magnolia Estates,"68 College Ave, Elberton, GA 30635",Personal Care Home,52030011,50,http://magnoliaestates.com/magnolia-estates-elberton/,3.3
Magnolia Estates of Oconee,"1641 Virgil Langford Rd, Bogart, GA 30622",Personal Care Home,PCH009749,48,http://www.magnoliaestatesoconee.com,1.5
Magnolia Estates of Winder,"624 Gainesville Hwy, Winder, GA 30680",Personal Care Home,7030021,47,http://magnoliaestates.com/,3.3
Magnolia Hills Retirement Home,"504 Old Historic U.S.441, Demorest, GA 30535",Personal Care Home,68030041,60,https://www.magnoliahills.org,7.0
Magnolia Manor of Columbus Assisted Living,"2040 Warm Springs Rd, Columbus, GA 31904",Assisted Living Community,ALC000218,44,https://www.magnoliamanor.com/columbus/,0.0
Magnolia Manor of Macon,"194 Pierce Ave, Macon, GA 31204",Assisted Living Community,ALC000550,30,https://www.magnoliamanor.com/macon/,2.5
Magnolia Manor of St Mary's,"4695 Charlie Smith Sr Hwy, St Marys, GA 31558",Assisted Living Community,ALC000072,25,https://www.magnoliamanor.com/st-marys/,0.7
Magnolia Manor of St Simons,"300 Heritage Dr, St Simons, GA 31522",Assisted Living Community,ALC000040,34,https://www.magnoliamanor.com/st-simons-island/,1.5
Magnolia Manor on the Coast,"141 Timber Trail, Richmond Hill, GA 31324",Assisted Living Community,ALC000050,36,https://www.magnoliamanor.com,0.7
Magnolia Manor South,"3011 S Veterans Pkwy, Moultrie, GA 31788",Assisted Living Community,ALC000049,30,,0.0
Magnolia Place of Cairo,"1710 S Broad St, Cairo, GA 39828",Personal Care Home,65030011,50,http://www.magnoliaplacecairo.com,0.8
Magnolia Place of Roswell PCH & Memory Care,"655 Mansell Rd, Roswell, GA 30076",Personal Care Home,PCH009782,101,https://www.pegasusseniorliving.com/communities/magnolia-place-of-roswell/,7.5
Magnolia Senior Living,"89 Ozora Rd, Loganville, GA 30052",Personal Care Home,PCH008388,73,http://magnoliaseniorlivingusa.com/,3.6
Magnolia Senior Living at Sugar Hill,"422 Riverside Rd, Sugar Hill, GA 30518",Personal Care Home,PCH009895,70,tel:770-904-4023,0.0
Majestic Manor,"67 Pin Oak Dr, Rock Spring, GA 30739",Personal Care Home,146030011,34,http://majestic-manor.com/,2.0
Majestic Senior Living Bowdon,"501 Mitchell Ave, Bowdon, GA 30108",Personal Care Home,PCH008779,78,https://www.majesticseniorliving.com/,4.0
Manchester Court Assisted Living & Memory Care,"1358 Manchester Dr NE, Conyers, GA 30012",Assisted Living Community,ALC000248,70,http://manchestercourtal.com/,12.5
"Mann House Cumming/Forsyth, The","8025 Majors Rd, Cumming, GA 30041",Assisted Living Community,ALC000258,50,https://themannhouse.com,0.0
"Mann House, The","5413 Northland Dr, Atlanta, GA 30342",Personal Care Home,PCH008252,40,http://www.hollanderseniorliving.com,4.0
Manor Lake Bridgemill,"131 Holly St, Canton, GA 30114",Assisted Living Community,ALC000552,86,https://www.manorlakebr.com,0.5
Manor Lake Gainesville,"2900 McEver Road, Gainesville, GA 30504",Assisted Living Community,ALC000588,94,tel:678-940-1191,0.0
Manor Lake Hiram,"68 Breezy Valley Conn, Hiram, GA 30141",Assisted Living Community,ALC000611,100,tel:678-973-1906,0.0
Mansions at Alpharetta Senior Living & Memory,"3675 Old Milton Pkwy, Alpharetta, GA 30022",Assisted Living Community,ALC000548,115,https://mansionsseniorliving.com/properties/welcome-to-the-mansions-at-alpharetta-all-inclusive-55-senior-independent-living/,0.8
Mansions at Gwinnett Park,"2450 Buford Drive, Lawrenceville, GA 30043",Assisted Living Community,ALC000642,110,tel:470-394-1800,0.0
Mansions at Sandy Springs,"7300 Spalding Drive, Peachtree Corners, GA 30092",Assisted Living Community,ALC000601,110,tel:678-684-6990,0.0
Maple Court Senior Residence,"2408 Tift Ave N, Tifton, GA 31794",Personal Care Home,137030021,45,tel:229-382-1791,0.3
Marsh's Edge,"111 Renegar Way, St Simons, GA 31522",Assisted Living Community,ALC000054,32,https://marshs-edge.com/?gclid=Cj0KCQjw2efrBRD3ARIsAEnt0eh17Huk3zWyrIqkBtGvnyoA3JVsq1CdcNzRHT2mLVZQZ5holwqm6McaAodfEALw_wcB&campaign=2069905429&group=79257710387&creative=367936913172&keyword=marsh%20edge&matchtype=p&device=c&network=g&location=9010944,2.5
Marshall Pines Alzheimer's Special Care Center,"743 N Belair Rd, Evans, GA 30809",Assisted Living Community,ALC000190,66,https://www.sunshineretirementliving.com/marshall-pines-retirement-community-evans-ga/,2.8
Mary and Martha's Personal Care Home,"616 Mohawk St, Rossville, GA 30741",Personal Care Home,146030031,42,https://www.maryandmarthaspc.com,4.8
Mattie H. Marshall Memory Care Center / Magnolia Manor Retirement Center,"2001 S Lee St, Americus, GA 31709",Assisted Living Community and Personal Care Home,ALC000048,129030021,https://www.magnoliamanor.com/americus-memory-care,1.0
Medlock Gardens Senior Living,"460 Medlock Rd, Decatur, GA 30030",Personal Care Home,44030081,42,https://www.premierseniorliving.com/medlock.html,5.5
"Memory Center Atlanta, The","12050 Findley Rd, Johns Creek, GA 30097",Assisted Living Community,ALC000256,96,https://www.thememorycenter.com/communities/atlanta/,1.5
Merrill Gardens at Woodstock,"12730 GA-92, Woodstock, GA 30188",Assisted Living Community,ALC000232,160,https://www.merrillgardens.com/senior-living/ga/woodstock/merrill-gardens-at-woodstock/,0.0
Merryvale Assisted Living,"11980 GA-142, Oxford, GA 30054",Assisted Living Community and Personal Care Home,ALC000551,107030021,https://www.merryvaleal.com,2.0
Monarch House,"299 Bullsboro Dr, Newnan, GA 30263",Assisted Living Community,ALC000546,60,https://monarchhouse.net,1.0
Monarch Village at Stockbridge,"100 Monarch Village Way, Stockbridge, GA 30281",Assisted Living Community,ALC000160,46,https://autumnleaves.com/communities/stockbridge/,9.5
"Montclair, The","2100 Clairmont Rd, Atlanta, GA 30329",Personal Care Home,44030061,58,,3.2
Morning Point of Calhoun,"660 Jolly Rd NW, Calhoun, GA 30701",Assisted Living Community,ALC000147,71,https://morningpointe.com/locations/calhoun/,2.2
Morningside of Alpharetta,"253 N Main St, Alpharetta, GA 30009",Personal Care Home,PCH008612,89,https://www.fivestarseniorliving.com/communities/ga/alpharetta/morningside-of-alpharetta,2.0
Morningside of Athens,"1291 Cedar Shoals Dr, Athens, GA 30605",Personal Care Home,29030021,50,https://www.fivestarseniorliving.com/communities/ga/athens/morningside-of-athens,2.3
Morningside of Columbus,"4500 S Stadium Dr, Columbus, GA 31909",Assisted Living Community,ALC000097,50,https://www.fivestarseniorliving.com/communities/ga/columbus/morningside-of-columbus,1.5
Morningside of Conyers,"1352 Wellbrook Cir NE, Conyers, GA 30012",Assisted Living Community,ALC000096,70,https://www.fivestarseniorliving.com/communities/ga/conyers/morningside-of-conyers,8.0
Morningside of Dalton,"2470 Dug Gap Rd, Dalton, GA 30720",Assisted Living Community,ALC000095,48,https://www.fivestarseniorliving.com/communities/ga/dalton/morningside-of-dalton,5.0
Morningside of Evans,"353 N Belair Rd, Evans, GA 30809",Assisted Living Community,ALC000094,52,https://www.fivestarseniorliving.com/communities/ga/evans/morningside-of-evans,1.8
Morningside of Gainesville,"2435 Limestone Pkwy, Gainesville, GA 30501",Assisted Living Community,ALC000093,45,https://www.fivestarseniorliving.com/communities/ga/gainesville/morningside-of-gainesville,0.8
Morningside of Macon,"6191 Peake Rd, Macon, GA 31220",Assisted Living Community,ALC000092,54,https://www.fivestarseniorliving.com/communities/ga/macon/morningside-of-macon,1.2
Morningside of Savannah,"7410 Skidaway Rd, Savannah, GA 31406",Assisted Living Community,ALC000099,89,https://www.fivestarseniorliving.com/communities/ga/savannah/morningside-of-savannah,2.0
Mount Carmel Assisted Living,"3084 Mt Carmel Rd, Hampton, GA 30228",Assisted Living Community,ALC000171,45,tel:770-946-3376,3.0
Mountain View Pch,"3675 Kensington Rd, Decatur, GA 30032",Personal Care Home,44030101,35,,5.5
Mulberry Grove,"343 Price St, Statham, GA 30666",Personal Care Home,PCH007673,46,https://mulberry-grove.com,0.5
North Georgia Assisted Living & Memory Care,"181 Memory Ln, Dawsonville, GA 30534",Assisted Living Community,ALC000172,48,https://www.ssmgrp.com/communities/georgia/north-georgia-assisted-living/,1.5
Northlake Gardens,"1300 Montreal Rd, Tucker, GA 30084",Assisted Living Community,ALC000091,66,https://www.fivestarseniorliving.com/communities/ga/tucker/northlake-gardens,10.0
Northstar Place,"3250 Quick Water Landing, Kennesaw, GA 30144",Personal Care Home,PCH009008,72,http://www.enlivant.com/communities/georgia/northstar-place-kennesaw,4.3
Oak Bridge Terrace at Lanier Village Est,"3950 Village View Dr, Gainesville, GA 30506",Assisted Living Community,ALC000140,40,https://www.actsretirement.org/communities/georgia/lanier-village-estates-gainesville/,0.7
"Oaks - Carrollton Assisted Living, The","921 Old Newnan Rd, Carrollton, GA 30116",Assisted Living Community,ALC000015,42,tel:770-834-2242,0.0
"Oaks - Scenic View Assisted Living, The","209 Peach Orchard Rd, Baldwin, GA 30511",Assisted Living Community,ALC000016,38,tel:706-778-8377,2.0
Oaks Al at Marshes of Skidaway Island,"95 Skidaway Island Park Rd, Savannah, GA 31411",Assisted Living Community,ALC000036,31,https://www.marshesofskidaway.org,0.0
Oaks at Ashton Hills,"10050 Eagle Dr, Covington, GA 30014",Assisted Living Community,ALC000559,90,https://www.oaksseniorliving.com/oaks-at-ashton-hills/covington-ga,0.0
Oaks at Braselton,"5373 Thompson Mill Rd, Hoschton, GA 30548",Assisted Living Community,ALC000133,100,tel:770-965-7003,2.3
Oaks at Grove Park,"1479 Grove Park Drive, Columbus, GA 31904",Assisted Living Community,ALC000597,90,tel:706-507-4460,0.0
Oaks at Hampton Assisted Living,"5610 Hampton Park Dr, Cumming, GA 30041",Assisted Living Community,ALC000059,110,tel:678-965-5700,1.0
Oaks at Pooler,"125 Southern Jct Blvd, Pooler, GA 31322",Assisted Living Community,ALC000228,110,tel:912-348-2360,2.3
Oaks at Post Road,"3875 Post Rd, Cumming, GA 30040",Assisted Living Community,ALC000135,110,https://www.oaksseniorliving.com/oaks-at-post-road/cumming-ga,1.3
Oaks at Towne Lake,"4580 Towne Lake Pkwy, Woodstock, GA 30189",Assisted Living Community,ALC000249,92,https://www.oaksseniorliving.com/oaks-at-towne-lake/woodstock-ga/,0.0
"Oaks, The - Bethany Assisted Living","1400 NE Main St, Vidalia, GA 30474",Personal Care Home,PCH008331,48,tel:912-538-9700,1.0
"Oaks, The - Peake","400 Foster Rd, Macon, GA 31210",Personal Care Home,11030051,37,tel:478-474-0025,3.8
Oasis at Scholars Landing,"134 John Hope Dr SW, Atlanta, GA 30314",Personal Care Home,PCH008713,70,,1.0
Orchard at Brookhaven,"1634 Afton Lane NE, Brookhaven, GA 30329",Assisted Living Community,ALC000570,100,tel:404-649-4454,0.0
"Orchard at Stone Creek, The","4900 Tillman Crossing, Hahira, GA 31632",Assisted Living Community,ALC000250,75,https://www.theorchardatstonecreek.com,1.0
"Overlook at Cedarcrest, The","2351 Cedarcrest Rd, Acworth, GA 30101",Assisted Living Community,ALC000207,72,https://www.fivestarseniorliving.com/communities/ga/acworth/overlook-at-cedarcrest,1.5
Palmetto Inn,"1 Savannah Square Dr, Savannah, GA 31406",Personal Care Home,25030101,46,https://www.fivestarseniorliving.com/communities/ga/savannah/savannah-square,5.0
Parc at Duluth,"3315 Peachtree Industrial Blvd, Duluth, GA 30096",Personal Care Home,PCH009209,40,http://parcatduluth.com/,2.5
Parc at Piedmont,"999 Hood Rd, Marietta, GA 30068",Personal Care Home,PCH009206,40,https://parcatpiedmont.com/,1.0
Peachtree Creek Assisted Living Community,"4375 Beech Haven Trail, Smyrna, GA 30080",Assisted Living Community,ALC000213,64,,2.1
Peachtree Village at Suwanee,"1475 Satellite Blvd, Suwanee, GA 30024",Assisted Living Community,ALC000034,46,https://autumnleaves.com/communities/sugarloaf/,6.7
"Pearl at Dallas, The","3366 Atlanta Hwy, Dallas, GA 30132",Assisted Living Community,ALC000283,96,https://www.phoenixsrliving.com/senior-living/ga/dallas/the-pearl-at-dallas/,0.7
Pebblebrook Memory Care at Park Springs,"5610 Bermuda Rd SW, Stone Mountain, GA 30087",Assisted Living Community,ALC000537,42,https://www.parksprings.com/continuing-care/pebblebrook/,2.0
Perfect Care,"114 Sullivan Dr, Americus, GA 31709",Personal Care Home,129030051,64,https://www.perfectcareamericus.net,2.8
"Phoenix at Albany, The","1721 Beattie Rd, Albany, GA 31721",Personal Care Home,PCH009748,70,https://www.phoenixsrliving.com/senior-living/ga/albany/the-phoenix-at-albany/,0.8
"Phoenix at Dunwoody, The","4484 N Shallowford Rd, Dunwoody, GA 30338",Assisted Living Community,ALC000282,80,https://www.phoenixsrliving.com/senior-living/ga/dunwoody/the-phoenix-at-dunwoody/,4.0
Phoenix at James Creek,"90 Ruth Lane, Cumming, GA 30041",Assisted Living Community,ALC000584,103,tel:678-685-8940,0.0
"Phoenix at Lake Joy, The","100 Lake Crossing Dr, Warner Robins, GA 31088",Assisted Living Community,ALC000568,102,https://www.phoenixsrliving.com/senior-living/ga/warner-robins/the-phoenix-at-lake-joy/,6.0
"Phoenix at Lake Lanier, The","2601 Thompson Bridge Rd, Gainesville, GA 30501",Assisted Living Community,ALC000268,180,https://www.phoenixsrliving.com/senior-living/ga/gainesville/lake-lanier/,4.7
"Phoenix at Milton, The","13943 GA-9, Alpharetta, GA 30004",Assisted Living Community,ALC000280,105,https://www.phoenixsrliving.com/senior-living/ga/milton/the-phoenix-at-milton/,2.0
"Phoenix at Roswell, The","11725 Pointe Pl, Roswell, GA 30076",Assisted Living Community,ALC000281,60,https://www.phoenixsrliving.com/senior-living/ga/roswell/the-phoenix-at-roswell/assisted-living,0.8
"Phoenix at Tucker, The","2060 Idlewood Rd, Tucker, GA 30084",Assisted Living Community,ALC000287,90,https://www.phoenixsrliving.com/senior-living/ga/tucker/the-phoenix-at-tucker/,0.2
"Piedmont at Buckhead, The","650 Phipps Blvd NE, Atlanta, GA 30326",Assisted Living Community,ALC000155,40,https://www.srgseniorliving.com/communities/buckhead-ga-piedmont-buckhead,1.0
Plantation Suites,"6000 Plantation Way, Macon, GA 31210",Personal Care Home,11030131,50,https://baptistvillage.com/our-communitites/macon/plantation-suites/,0.3
Plaza Personal Care Center,"110 Edgeworth Rd, Newnan, GA 30263",Personal Care Home,38030031,55,tel:404-728-6591,3.2
Plaza Personal Care Center at Talmage Terrace,"801 Riverhill Dr, Athens, GA 30606",Personal Care Home,29030051,37,https://www.wesleywoods.org/talmage-terrace/healthcare-services/,2.0
Provident Village at Canton,"1100 Reinhardt College Pkwy, Canton, GA 30114",Assisted Living Community,ALC000175,94,https://www.providentvillage.com/our-communities/canton/,0.0
Provident Village at Creekside,"4838 S Cobb Dr SE, Smyrna, GA 30080",Assisted Living Community,ALC000185,129,tel:678-903-0339,0.8
Remembrance Village at Riverwood Senior Living / Riverwood Senior Living,"511 W 10th St NE, Rome, GA 30165",Assisted Living Community and Personal Care Home,ALC000180,057030011,https://riverwoodretirement.com,0.5
Renaissance on Peachtree,"3755 Peachtree Rd, Atlanta, GA 30319",Assisted Living Community,ALC000189,63,https://www.arborcompany.com/locations/georgia/atlanta-renaissance-on-peachtree,1.8
"Retreat at Buford, The","3177 Gravel Springs Rd, Buford, GA 30519",Personal Care Home,PCH008599,90,https://www.phoenixsrliving.com/senior-living/ga/buford/retreat-at-buford/assisted-living,3.5
"Retreat at Conyers, The","1508 Renaissance Dr NE, Conyers, GA 30012",Personal Care Home,PCH006948,68,,6.0
"Retreat at Loganville, The","580 Tommy Lee Fuller Dr, Loganville, GA 30052",Personal Care Home,PCH006950,87,https://www.seniorlifestyle.com/property/southern-plantation/,4.8
River Place,"3492 Johnstonville Rd, Forsyth, GA 31029",Personal Care Home,PCH009207,40,https://riverplacega.com,0.0
Rock Creek Manor,"50 Cagle Mill Rd S, Jasper, GA 30143",Personal Care Home,112030021,30,https://rockcreekjasper.com,2.3
Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,"14 Fort Town Dr, Fort Oglethorpe, GA 30742",Assisted Living Community and Personal Care Home,ALC000146,023030011,https://rosewoodforto.com,2.0
Sandy Springs Personal Care Center,"300 Johnson Ferry Rd, Atlanta, GA 30328",Personal Care Home,60030071,28,https://mountvernontowers.com/personal-care/,2.0
Sandy Springs-Memory Care / Sandy Springs Personal Care,"1260 and 1262 Hightower Trail, Sandy Springs, GA 30350",Personal Care Home,PCH008812,PCH008813,http://www.enlivant.com/communities/georgia/sandy-springs-place-atlanta,7.2
Savannah Commons,"1 Peachtree Dr, Savannah, GA 31419",Assisted Living Community,ALC000225,73,https://thesocialsl.com/savannahcommons/,2.2
Savannah Court of Camilla,"161 E Broad St, Camilla, GA 31730",Personal Care Home,PCH009065,40,https://www.slm.net/senior-living/ga/camilla/savannah-court-of-camilla/,1.2
Savannah Court of Lake Oconee,"1061 Willow Run Rd, Greensboro, GA 30642",Personal Care Home,PCH005666,72,https://www.slm.net/senior-living/ga/greensboro/savannah-court-of-lake-oconee/,3.5
Savannah Court of Milledgeville,"61 Marshall Rd NE, Milledgeville, GA 31061",Personal Care Home,PCH007850,48,https://www.slm.net/senior-living/ga/milledgeville/savannah-court-of-milledgeville/,5.2
Savannah Grand of Columbus,"8301 Franciscan Woods Dr, Columbus, GA 31909",Assisted Living Community,ALC000178,60,https://www.slm.net/senior-living/ga/columbus/savannah-grand-of-columbus/,9.0
Senior Living Suites at Parkside,"3000 Lenora Church Rd, Snellville, GA 30078",Personal Care Home,PCH002261,78,,3.7
Seven Hills Place,"279 Technology Pkwy, Rome, GA 30165",Assisted Living Community,ALC000199,47,http://www.enlivant.com/communities/georgia/seven-hills-place-rome,2.0
Shepherd Living at Savannah Quarters,"101 Shepherd Way, Pooler, GA 31322",Assisted Living Community,ALC000556,124,https://www.legacysavannahquarters.com/,0.0
Silverleaf Alzheimer's Care of Athens,"705 Whitehead Rd, Athens, GA 30606",Personal Care Home,29030041,56,https://www.assistedlivinghomeathensga.com/,10.3
Silverleaf Alzheimer's Care of Snellville,"2106 Mc Gee Rd SW, Snellville, GA 30078",Personal Care Home,67030181,56,,19.5
"Solana East Cobb, The","1032 Johnson Ferry Rd, Marietta, GA 30068",Assisted Living Community,ALC000613,120,tel:770-999-9002,0.0
Somerby Peachtree City,"200 Rockaway Rd, Peachtree City, GA 30269",Assisted Living Community,ALC000581,121,tel:470-278-2240,2.5
Somerby Sandy Springs,"25 Glenlake Pkwy NE, Sandy Springs, GA 30328",Assisted Living Community,ALC000585,97,tel:770-695-0230,2.3
Southern Manor Retirement Inn,"1532 Fair Rd, Statesboro, GA 30458",Personal Care Home,PCH005502,47,http://southernmanorstatesboro.com/,0.3
Spanish Oaks Retreat,"8510 Whitefield Ave, Savannah, GA 31406",Assisted Living Community,ALC000060,36,https://spanishoakshospice.com,0.2
Sparks Inn Retirement Center,"7290 Lester Rd, Union City, GA 30291",Assisted Living Community,ALC000128,150,tel:770-964-3301,1.6
Spring Harbor at Green Island,"100 Spring Harbor Dr, Columbus, GA 31904",Personal Care Home,106030261,60,https://www.springharborlife.org,0.3
St Francis Assisted Living Community,"4901 Harrison Rd, Macon, GA 31206",Assisted Living Community,ALC000563,45,https://stfrancisassistedliving.wpcomstaging.com,13.6
St Ives Assisted Living,"5835 Medlock Bridge Pkwy, Johns Creek, GA 30022",Assisted Living Community,ALC000159,44,,2.5
St Marys Highland Hills Village,"1660 Jennings Mill Rd, Watkinsville, GA 30677",Assisted Living Community,ALC000021,59,https://www.highlandhillsvillage.com,0.6
St. Gabriel of Athens,"2040 Resurgence Dr, Bogart, GA 30622",Assisted Living Community,ALC000612,90,https://www.stgabrielathens.com/,5.0
Star Manor,"241 Nelson St, Cartersville, GA 30120",Personal Care Home,8030041,43,http://starmanor.net/,5.0
Sterling Estates,"3165 Dallas Hwy, Marietta, GA 30064",Assisted Living Community,ALC000220,115,https://www.sterlingestateswestcobb.com/,0.0
Sterling Estates Senior Living Community,"4220 Lower Roswell Rd, Marietta, GA 30068",Assisted Living Community,ALC000170,110,https://www.sterlingestateseastcobb.com,5.6
Stewart Community Home,"1125 15th St, Columbus, GA 31901",Personal Care Home,106030151,72,https://stewartcommunityhome.com,2.0
"Stewart House, The","102 South St, Carrollton, GA 30117",Personal Care Home,22030051,50,http://thestewarthouse.info/,0.5
Stone Brooke Suites,"114 Stone Brooke Dr, Gray, GA 31032",Personal Care Home,84030011,43,http://www.stonebrookesuites.org,0.0
"Suites at Cypress Pond, The","15 Kent Rd, Tifton, GA 31794",Personal Care Home,137030031,50,tel:229-382-3333,0.3
"Suites at Poplar Creek, The","114 Old Airport Rd, LaGrange, GA 30240",Personal Care Home,141030031,50,tel:706-845-1500,2.5
"Suites at Station Exchange, The","3205 TSX Grand Central, Richmond Hill, GA 31324",Personal Care Home,PCH008439,50,tel:912-445-2425,4.0
"Suites at Willow Pond, The","4344 Country Club Rd, Statesboro, GA 30458",Personal Care Home,16030031,50,tel:912-489-4774,3.6
"Suites of Woodleaf, The","2022 E Pinetree Blvd, Thomasville, GA 31792",Personal Care Home,136030041,45,tel:229-226-8682,0.5
Summer Breeze Senior Living,"351 Wilmington Island Rd, Savannah, GA 31410",Assisted Living Community,ALC000192,55,tel:912-712-2832,4.3
Summer's Landing,"311 Jerriel St, Vidalia, GA 30474",Personal Care Home,138030021,48,tel:912-537-1574,5.5
Summer's Landing Bayberry Trace,"315 Arrowhead Blvd, Jonesboro, GA 30236",Personal Care Home,PCH008185,36,https://summers-landing-bayberry-trace.business.site,3.3
