date,name,license,type,Num of Volations,High severe,Medium severe,Harm,Prev1,Prev2,Prev3
4/22/15,Buckingham South,ALC000117,routine,1,0,1,0,0,0,0
1/7/20,Cadence at Mt Zion,ALC000561,complaint,-,0,0,0,0,0,0
11/5/19,Cadence at Mt Zion,ALC000561,complaint,-,0,0,0,0,0,0
8/6/19,Cadence at Mt Zion,ALC000561,complaint,-,0,0,0,0,0,0
8/6/19,Cadence at Mt Zion,ALC000561,complaint,-,0,0,0,0,0,0
1/31/19,Cadence at Mt Zion,ALC000561,routine,-,0,0,0,0,0,0
1/31/19,Cadence at Mt Zion,ALC000561,routine,-,0,0,0,0,0,0
6/26/18,Cadence at Mt Zion,ALC000561,Routine / Complaint,1,0,0,0,0,0,0
6/19/17,Cadence at Mt Zion,ALC000561,complaint,-,0,0,0,0,0,0
6/8/17,Cadence at Mt Zion,ALC000561,other,2,1,1,1,0,0,0
5/8/17,Cadence at Mt Zion,ALC000561,complaint,1,1,0,0,0,0,0
11/21/16,Cadence at Mt Zion,ALC000561,complaint,-,0,0,0,0,0,0
8/16/16,Cadence at Mt Zion,ALC000561,other,-,0,0,0,0,0,0
6/23/16,Cadence at Mt Zion,ALC000561,Routine / Complaint,7,2,3,0,0,0,0
12/18/15,Cadence at Mt Zion,ALC000561,complaint,1,1,0,1,0,0,0
11/18/15,Cadence at Mt Zion,ALC000561,complaint,-,0,0,0,0,0,0
7/22/15,Cadence at Mt Zion,ALC000561,Routine / Complaint,-,0,0,0,0,0,0
10/21/19,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
9/19/19,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
6/12/19,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
6/12/19,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
2/5/19,Cadence Marietta,ALC000560,Routine / Complaint,-,0,0,0,0,0,0
2/5/19,Cadence Marietta,ALC000560,Routine / Complaint,-,0,0,0,0,0,0
5/29/18,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
5/7/18,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
4/10/18,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
3/12/18,Cadence Marietta,ALC000560,complaint,1,1,0,0,0,0,0
2/2/18,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
9/18/17,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
5/18/17,Cadence Marietta,ALC000560,Routine / Complaint,1,0,1,0,0,0,0
2/28/17,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
7/11/16,Cadence Marietta,ALC000560,complaint,-,0,0,0,0,0,0
3/8/16,Cadence Marietta,ALC000560,other,-,0,0,0,0,0,0
12/8/15,Cadence Marietta,ALC000560,routine,4,0,1,0,0,0,0
5/5/15,Cadence Marietta,ALC000560,complaint,2,0,1,0,0,0,0
1/7/15,Cadence Marietta,ALC000560,complaint,2,1,0,0,0,0,0
6/20/19,Camellia Place,ALC000210,complaint,-,0,0,0,0,0,0
4/2/19,Camellia Place,ALC000210,Routine / Complaint,2,1,0,0,0,0,0
3/27/18,Camellia Place,ALC000210,complaint,-,0,0,0,0,0,0
6/27/17,Camellia Place,ALC000210,routine,1,0,0,0,0,0,0
12/12/16,Camellia Place,ALC000210,other,-,0,0,0,0,0,0
5/10/16,Camellia Place,ALC000210,routine,-,0,0,0,0,0,0
12/11/19,Camellia Walk Assisted Living and Memory Care,ALC000254,routine,-,0,0,0,0,0,0
8/13/19,Camellia Walk Assisted Living and Memory Care,ALC000254,complaint,-,0,0,0,0,0,0
5/9/19,Camellia Walk Assisted Living and Memory Care,ALC000254,Routine / Complaint,5,2,1,1,0,0,0
9/12/18,Camellia Walk Assisted Living and Memory Care,ALC000254,complaint,1,1,0,0,1,0,0
12/4/17,Camellia Walk Assisted Living and Memory Care,ALC000254,complaint,-,0,0,0,0,0,0
10/17/17,Camellia Walk Assisted Living and Memory Care,ALC000254,routine,-,0,0,0,0,0,0
8/16/16,Camellia Walk Assisted Living and Memory Care,ALC000254,Routine / Complaint,-,0,0,0,0,0,0
5/9/16,Camellia Walk Assisted Living and Memory Care,ALC000254,other,-,0,0,0,0,0,0
3/7/16,Camellia Walk Assisted Living and Memory Care,ALC000254,complaint,-,0,0,0,0,0,0
8/4/15,Camellia Walk Assisted Living and Memory Care,ALC000254,Routine / Complaint,-,0,0,0,0,0,0
3/4/19,Cameron Hall of Ellijay,PCH008333,routine,-,0,0,0,0,0,0
1/24/19,Cameron Hall of Ellijay,PCH008333,complaint,1,1,0,1,0,0,0
3/29/17,Cameron Hall of Ellijay,PCH008333,complaint,3,2,1,2,0,0,0
12/6/16,Cameron Hall of Ellijay,PCH008333,routine,-,0,0,0,0,0,0
10/13/15,Cameron Hall of Ellijay,PCH008333,complaint,2,0,2,0,0,0,0
3/19/15,Cameron Hall of Ellijay,PCH008333,routine,6,2,3,1,0,0,0
5/14/19,Cameron Hall Senior Living Communities,ALC000107,complaint,-,0,0,0,0,0,0
1/30/19,Cameron Hall Senior Living Communities,ALC000107,Routine / Complaint,-,0,0,0,0,0,0
7/31/18,Cameron Hall Senior Living Communities,ALC000107,complaint,2,2,0,1,0,0,0
2/13/18,Cameron Hall Senior Living Communities,ALC000107,Routine / Complaint,1,1,0,1,0,0,0
11/2/17,Cameron Hall Senior Living Communities,ALC000107,other,-,0,0,0,0,0,0
6/12/17,Cameron Hall Senior Living Communities,ALC000107,complaint,3,0,2,0,0,0,0
3/13/17,Cameron Hall Senior Living Communities,ALC000107,complaint,-,0,0,0,0,0,0
3/8/17,Cameron Hall Senior Living Communities,ALC000107,other,1,0,0,0,0,0,0
2/21/17,Cameron Hall Senior Living Communities,ALC000107,complaint,1,1,0,1,0,0,0
10/27/16,Cameron Hall Senior Living Communities,ALC000107,Routine / Complaint,5,0,2,0,0,0,0
12/8/15,Cameron Hall Senior Living Communities,ALC000107,other,-,0,0,0,0,0,0
8/18/15,Cameron Hall Senior Living Communities,ALC000107,complaint,-,0,0,0,0,0,0
4/30/15,Cameron Hall Senior Living Communities,ALC000107,routine,-,0,0,0,0,0,0
10/16/19,Cannon Wood Village,119020051,routine,15,3,6,0,0,0,0
2/22/17,Cannon Wood Village,119020051,routine,10,0,5,0,2,0,0
9/22/15,Cannon Wood Village,119020051,other,1,1,0,0,0,0,1
4/10/15,Cannon Wood Village,119020051,routine,6,1,2,0,0,1,0
10/29/19,Canterfield of Kennesaw,ALC000252,complaint,2,2,0,0,0,0,0
7/15/19,Canterfield of Kennesaw,ALC000252,complaint,-,0,0,0,0,0,0
2/20/19,Canterfield of Kennesaw,ALC000252,Routine / Complaint,1,1,0,1,0,0,0
2/20/19,Canterfield of Kennesaw,ALC000252,Routine / Complaint,-,0,0,0,0,0,0
10/11/17,Canterfield of Kennesaw,ALC000252,routine,-,0,0,0,0,0,0
4/24/19,Carlyle Place Retirement Commu,11030141,complaint,-,0,0,0,0,0,0
9/12/18,Carlyle Place Retirement Commu,11030141,routine,2,0,2,0,0,0,0
11/1/17,Carlyle Place Retirement Commu,11030141,complaint,-,0,0,0,0,0,0
7/25/17,Carlyle Place Retirement Commu,11030141,routine,-,0,0,0,0,0,0
7/12/17,Carlyle Place Retirement Commu,11030141,complaint,-,0,0,0,0,0,0
4/13/16,Carlyle Place Retirement Commu,11030141,routine,-,0,0,0,0,0,0
6/2/15,Carlyle Place Retirement Commu,11030141,complaint,-,0,0,0,0,0,0
3/13/15,Carlyle Place Retirement Commu,11030141,routine,4,0,1,0,0,0,0
1/10/18,Carriage House of Southern Plantation,PCH006952,other,3,2,1,0,3,0,0
8/16/17,Carriage House of Southern Plantation,PCH006952,other,7,1,4,1,1,1,0
6/12/17,Carriage House of Southern Plantation,PCH006952,complaint,2,0,0,0,0,0,0
4/6/17,Carriage House of Southern Plantation,PCH006952,other,-,0,0,0,0,0,0
11/1/16,Carriage House of Southern Plantation,PCH006952,complaint,1,0,1,0,0,0,0
10/18/16,Carriage House of Southern Plantation,PCH006952,complaint,1,1,0,1,0,0,0
7/20/16,Carriage House of Southern Plantation,PCH006952,routine,2,0,0,0,0,0,0
8/19/15,Carriage House of Southern Plantation,PCH006952,routine,3,0,2,0,0,0,0
11/6/19,Cedar Hill Senior Living Community,PCH008895,complaint,-,0,0,0,0,0,0
1/8/19,Cedar Hill Senior Living Community,PCH008895,complaint,-,0,0,0,0,0,0
11/1/18,Cedar Hill Senior Living Community,PCH008895,Routine / Complaint,-,0,0,0,0,0,0
12/15/17,Cedar Hill Senior Living Community,PCH008895,Routine / Complaint,-,0,0,0,0,0,0
10/25/17,Cedar Hill Senior Living Community,PCH008895,complaint,1,0,0,0,0,0,0
7/19/17,Cedar Hill Senior Living Community,PCH008895,complaint,-,0,0,0,0,0,0
6/14/17,Cedar Hill Senior Living Community,PCH008895,complaint,-,0,0,0,0,0,0
4/25/17,Cedar Hill Senior Living Community,PCH008895,complaint,-,0,0,0,0,0,0
12/19/16,Cedar Hill Senior Living Community,PCH008895,other,-,0,0,0,0,0,0
10/17/16,Cedar Hill Senior Living Community,PCH008895,complaint,-,0,0,0,0,0,0
8/19/16,Cedar Hill Senior Living Community,PCH008895,Routine / Complaint,8,0,3,0,0,0,0
6/30/16,Cedar Hill Senior Living Community,PCH008895,complaint,-,0,0,0,0,0,0
5/16/16,Cedar Hill Senior Living Community,PCH008895,routine,4,0,1,0,0,0,0
1/25/16,Cedar Hill Senior Living Community,PCH008895,complaint,1,0,1,0,0,0,0
3/26/15,Cedar Hill Senior Living Community,PCH008895,complaint,1,0,1,0,0,0,0
3/6/15,Cedar Hill Senior Living Community,PCH008895,complaint,-,0,0,0,0,0,0
2/2/15,Cedar Hill Senior Living Community,PCH008895,Routine / Complaint,1,0,1,0,0,0,0
1/27/15,Cedar Hill Senior Living Community,PCH008895,other,1,1,0,1,0,0,0
10/21/19,Cedar Plantation Senior Living & Alzheimers Community,21030011,routine,-,0,0,0,0,0,0
7/23/19,Cedar Plantation Senior Living & Alzheimers Community,21030011,routine,6,0,2,0,0,0,0
9/11/18,Cedar Plantation Senior Living & Alzheimers Community,21030011,complaint,-,0,0,0,0,0,0
3/6/18,Cedar Plantation Senior Living & Alzheimers Community,21030011,complaint,13,0,7,0,0,0,0
11/8/16,Cedar Plantation Senior Living & Alzheimers Community,21030011,complaint,2,1,1,0,0,0,0
4/29/16,Cedar Plantation Senior Living & Alzheimers Community,21030011,complaint,2,0,2,0,0,0,0
9/28/15,Cedar Plantation Senior Living & Alzheimers Community,21030011,Routine / Complaint,4,0,1,0,0,0,0
2/28/18,Celebration Village Acworth,ALC000260,routine,-,0,0,0,0,0,0
10/7/19,Celebration Village Forsyth,ALC000278,complaint,-,0,0,0,0,0,0
2/20/19,Celebration Village Forsyth,ALC000278,Routine / Complaint,1,1,0,1,0,0,0
9/17/18,Celebration Village Forsyth,ALC000278,complaint,-,0,0,0,0,0,0
3/30/18,Celebration Village Forsyth,ALC000278,routine,-,0,0,0,0,0,0
8/26/19,Charter Senior Living at Southern Pines,PCH009733,other,-,0,0,0,0,0,0
2/4/19,Charter Senior Living at Southern Pines,PCH009733,complaint,-,0,0,0,0,0,0
1/15/19,Charter Senior Living at Southern Pines,PCH009733,Routine / Complaint,1,0,1,0,0,0,0
5/17/17,Charter Senior Living at Southern Pines,PCH009733,complaint,-,0,0,0,0,0,0
5/1/17,Charter Senior Living at Southern Pines,PCH009733,complaint,-,0,0,0,0,0,0
3/6/17,Charter Senior Living at Southern Pines,PCH009733,complaint,-,0,0,0,0,0,0
9/19/16,Charter Senior Living at Southern Pines,PCH009733,Routine / Complaint,1,0,1,0,0,0,0
6/15/16,Charter Senior Living at Southern Pines,PCH009733,complaint,-,0,0,0,0,0,0
5/2/16,Charter Senior Living at Southern Pines,PCH009733,complaint,1,0,0,0,0,0,0
12/8/15,Charter Senior Living at Southern Pines,PCH009733,complaint,6,1,4,0,2,1,0
10/28/15,Charter Senior Living at Southern Pines,PCH009733,routine,14,3,8,0,5,2,0
10/27/15,Charter Senior Living at Southern Pines,PCH009733,routine,1,0,1,0,0,0,0
4/2/15,Charter Senior Living at Southern Pines,PCH009733,complaint,-,0,0,0,0,0,0
3/16/15,Charter Senior Living at Southern Pines,PCH009733,complaint,6,5,0,2,0,0,1
12/4/19,"Claiborne at West Lake, The",ALC000566,Routine / Complaint,-,0,0,0,0,0,0
11/28/18,"Claiborne at West Lake, The",ALC000566,routine,-,0,0,0,0,0,0
10/22/19,Clary Care Center & Wilkinson,127030011,routine,-,0,0,0,0,0,0
8/15/19,Clary Care Center & Wilkinson,127030011,routine,2,1,1,0,0,0,0
11/10/16,Clary Care Center & Wilkinson,127030011,routine,1,0,1,0,0,0,0
8/4/15,Clary Care Center & Wilkinson,127030011,routine,-,0,0,0,0,0,0
2/27/19,Cobblestone Assisted Living at Park Springs,ALC000005,routine,-,0,0,0,0,0,0
10/22/18,Cobblestone Assisted Living at Park Springs,ALC000005,complaint,1,1,0,0,0,0,0
8/28/18,Cobblestone Assisted Living at Park Springs,ALC000005,other,-,0,0,0,0,0,0
5/23/17,Cobblestone Assisted Living at Park Springs,ALC000005,routine,1,0,0,0,0,0,0
6/17/16,Cobblestone Assisted Living at Park Springs,ALC000005,other,-,0,0,0,0,0,0
1/14/16,Cobblestone Assisted Living at Park Springs,ALC000005,routine,1,0,1,0,0,0,0
6/29/15,Cobblestone Assisted Living at Park Springs,ALC000005,complaint,-,0,0,0,0,0,0
7/24/17,Cobis Personal Care Home,106030081,routine,-,0,0,0,0,0,0
6/23/16,Cobis Personal Care Home,106030081,Routine / Complaint,-,0,0,0,0,0,0
7/21/15,Cobis Personal Care Home,106030081,Routine / Complaint,-,0,0,0,0,0,0
12/21/18,"Cohen Home, The",ALC000103,routine,-,0,0,0,0,0,0
5/14/18,"Cohen Home, The",ALC000103,complaint,1,1,0,1,0,0,0
10/3/17,"Cohen Home, The",ALC000103,complaint,1,0,0,0,0,0,0
6/20/17,"Cohen Home, The",ALC000103,routine,2,0,1,0,0,0,0
5/4/16,"Cohen Home, The",ALC000103,routine,-,0,0,0,0,0,0
10/14/15,"Cohen Home, The",ALC000103,Routine / Complaint,2,0,0,0,0,0,0
3/22/19,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,complaint,3,2,0,1,0,0,0
2/15/19,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,Routine / Complaint,3,3,0,1,0,0,0
9/17/18,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,routine,3,0,3,0,0,1,0
12/11/17,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,other,7,0,0,0,0,0,0
9/6/17,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,complaint,2,1,1,0,1,0,0
8/8/17,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,complaint,-,0,0,0,0,0,0
8/1/17,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,complaint,6,2,4,0,4,0,0
3/7/17,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,routine,11,0,5,0,0,0,0
3/1/17,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,routine,4,0,1,0,0,0,0
4/26/16,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,complaint,1,0,0,0,0,0,0
4/7/16,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,other,-,0,0,0,0,0,0
1/15/16,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,complaint,1,1,0,1,0,0,0
1/4/16,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,Routine / Complaint,1,0,1,0,0,0,0
1/4/16,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,other,-,0,0,0,0,0,0
9/22/15,Cottage Landing Memory Care Building / Cottage Landing,ALC000162,complaint,1,0,0,0,0,0,0
1/15/19,"Cottages on Wesleyan Al, The",ALC000020,Routine / Complaint,1,0,1,0,0,0,0
9/19/18,"Cottages on Wesleyan Al, The",ALC000020,other,-,0,0,0,0,0,0
8/14/18,"Cottages on Wesleyan Al, The",ALC000020,complaint,-,0,0,0,0,0,0
3/30/18,"Cottages on Wesleyan Al, The",ALC000020,routine,1,0,0,0,0,0,0
3/29/17,"Cottages on Wesleyan Al, The",ALC000020,routine,1,1,0,0,0,0,0
11/18/15,"Cottages on Wesleyan Al, The",ALC000020,routine,1,0,0,0,0,0,0
4/9/19,Country Gardens Duluth,PCH008649,complaint,1,0,0,0,0,0,0
8/24/18,Country Gardens Duluth,PCH008649,other,-,0,0,0,0,0,0
3/2/18,Country Gardens Duluth,PCH008649,routine,14,0,6,0,0,0,0
2/15/17,Country Gardens Duluth,PCH008649,routine,1,0,1,0,0,0,0
7/6/16,Country Gardens Duluth,PCH008649,routine,9,0,3,0,0,0,0
11/18/19,Country Gardens Dunwoody,PCH008648,Routine / Complaint,1,0,1,0,0,0,0
8/9/19,Country Gardens Dunwoody,PCH008648,other,6,1,3,0,3,0,0
5/10/19,Country Gardens Dunwoody,PCH008648,complaint,1,0,0,0,0,0,0
12/20/18,Country Gardens Dunwoody,PCH008648,routine,9,1,2,0,1,0,0
11/16/17,Country Gardens Dunwoody,PCH008648,complaint,-,0,0,0,0,0,0
10/27/17,Country Gardens Dunwoody,PCH008648,complaint,2,2,0,1,0,0,0
8/10/17,Country Gardens Dunwoody,PCH008648,complaint,2,2,0,1,0,0,0
6/2/17,Country Gardens Dunwoody,PCH008648,complaint,8,0,4,0,0,0,0
5/9/17,Country Gardens Dunwoody,PCH008648,routine,1,0,1,0,0,0,0
10/12/16,Country Gardens Dunwoody,PCH008648,complaint,-,0,0,0,0,0,0
7/7/16,Country Gardens Dunwoody,PCH008648,complaint,2,1,1,0,1,0,0
12/29/15,Country Gardens Dunwoody,PCH008648,routine,10,1,4,0,0,0,0
10/24/19,Country Gardens Lanier Senior Living,PCH009162,routine,5,1,2,0,0,1,0
8/6/19,Country Gardens Lanier Senior Living,PCH009162,other,3,0,3,0,3,0,0
2/6/19,Country Gardens Lanier Senior Living,PCH009162,complaint,-,0,0,0,0,0,0
9/27/18,Country Gardens Lanier Senior Living,PCH009162,routine,7,1,2,0,2,0,0
9/18/17,Country Gardens Lanier Senior Living,PCH009162,complaint,-,0,0,0,0,0,0
1/11/17,Country Gardens Lanier Senior Living,PCH009162,routine,7,0,2,0,0,0,0
3/30/16,Country Gardens Lanier Senior Living,PCH009162,other,-,0,0,0,0,0,0
1/13/15,Country Gardens Lanier Senior Living,PCH009162,routine,2,0,2,0,1,0,0
1/21/20,Country Gardens Senior Living,PCH008498,other,-,0,0,0,0,0,0
11/15/19,Country Gardens Senior Living,PCH008498,complaint,1,1,0,0,0,0,0
9/26/19,Country Gardens Senior Living,PCH008498,Routine / Complaint,3,0,2,0,0,0,0
5/1/19,Country Gardens Senior Living,PCH008498,other,-,0,0,0,0,0,0
1/22/19,Country Gardens Senior Living,PCH008498,other,1,0,1,0,0,0,0
8/21/18,Country Gardens Senior Living,PCH008498,complaint,-,0,0,0,0,0,0
12/19/17,Country Gardens Senior Living,PCH008498,other,-,0,0,0,0,0,0
8/30/17,Country Gardens Senior Living,PCH008498,complaint,1,1,0,1,0,0,0
1/25/17,Country Gardens Senior Living,PCH008498,routine,-,0,0,0,0,0,0
9/20/16,Country Gardens Senior Living,PCH008498,Routine / Complaint,1,1,0,0,1,0,0
8/11/16,Country Gardens Senior Living,PCH008498,complaint,-,0,0,0,0,0,0
4/22/16,Country Gardens Senior Living,PCH008498,complaint,3,1,0,1,0,0,0
3/14/16,Country Gardens Senior Living,PCH008498,other,-,0,0,0,0,0,0
10/2/15,Country Gardens Senior Living,PCH008498,complaint,1,0,1,0,0,0,0
6/4/15,Country Gardens Senior Living,PCH008498,Routine / Complaint,1,0,1,0,0,0,0
5/9/19,Covenant Woods Retirement Community,PCH008570,routine,-,0,0,0,0,0,0
3/7/19,Covenant Woods Retirement Community,PCH008570,routine,1,1,0,0,0,0,0
2/27/17,Covenant Woods Retirement Community,PCH008570,routine,-,0,0,0,0,0,0
4/18/16,Covenant Woods Retirement Community,PCH008570,other,-,0,0,0,0,0,0
11/3/15,Covenant Woods Retirement Community,PCH008570,routine,1,0,1,0,0,0,0
10/25/19,Coventry Place,44030071,complaint,4,4,0,2,0,1,0
4/23/19,Coventry Place,44030071,Routine / Complaint,2,1,0,0,0,0,0
9/7/18,Coventry Place,44030071,other,2,1,0,0,1,0,0
3/27/18,Coventry Place,44030071,complaint,2,0,0,0,0,0,0
3/2/18,Coventry Place,44030071,complaint,4,4,0,2,0,0,0
1/10/18,Coventry Place,44030071,routine,-,0,0,0,0,0,0
10/16/17,Coventry Place,44030071,other,1,1,0,1,0,0,0
7/13/17,Coventry Place,44030071,other,2,0,0,0,0,0,0
5/17/17,Coventry Place,44030071,complaint,7,1,0,0,0,0,0
3/21/17,Coventry Place,44030071,complaint,-,0,0,0,0,0,0
3/14/17,Coventry Place,44030071,other,3,1,0,1,1,0,0
1/24/17,Coventry Place,44030071,complaint,1,0,1,0,0,0,0
12/21/16,Coventry Place,44030071,other,2,0,1,0,1,0,0
10/11/16,Coventry Place,44030071,complaint,3,1,2,0,0,0,0
6/6/16,Coventry Place,44030071,Routine / Complaint,8,1,5,0,0,0,0
11/12/15,Coventry Place,44030071,complaint,3,1,2,0,1,0,0
6/23/15,Coventry Place,44030071,complaint,2,1,1,0,0,0,0
1/28/15,Coventry Place,44030071,Routine / Complaint,1,0,0,0,0,0,0
10/24/19,Cumming Manor Personal Care,58030011,Routine / Complaint,2,0,1,0,0,0,0
6/4/19,Cumming Manor Personal Care,58030011,complaint,13,6,3,2,0,1,0
4/29/19,Cumming Manor Personal Care,58030011,complaint,4,2,1,0,2,1,0
1/21/19,Cumming Manor Personal Care,58030011,complaint,1,0,0,0,0,0,0
10/30/18,Cumming Manor Personal Care,58030011,routine,1,0,1,0,0,0,0
5/29/18,Cumming Manor Personal Care,58030011,complaint,8,0,4,0,0,0,0
5/31/17,Cumming Manor Personal Care,58030011,complaint,2,0,2,0,0,0,0
5/22/17,Cumming Manor Personal Care,58030011,complaint,-,0,0,0,0,0,0
3/22/17,Cumming Manor Personal Care,58030011,complaint,1,0,0,0,0,0,0
12/20/16,Cumming Manor Personal Care,58030011,routine,2,0,0,0,0,0,0
10/21/15,Cumming Manor Personal Care,58030011,other,-,0,0,0,0,0,0
4/14/15,Cumming Manor Personal Care,58030011,routine,-,0,0,0,0,0,0
8/21/19,Dahlonega Assisted Living,ALC000624,routine,-,0,0,0,0,0,0
10/25/18,Dalton Place,ALC000188,complaint,-,0,0,0,0,0,0
7/3/18,Dalton Place,ALC000188,Routine / Complaint,-,0,0,0,0,0,0
8/8/17,Dalton Place,ALC000188,other,3,1,0,1,0,0,0
3/21/17,Dalton Place,ALC000188,routine,-,0,0,0,0,0,0
9/13/16,Dalton Place,ALC000188,other,-,0,0,0,0,0,0
3/2/16,Dalton Place,ALC000188,other,1,1,0,1,0,0,0
12/21/15,Dalton Place,ALC000188,routine,2,0,0,0,0,0,0
9/4/15,Dalton Place,ALC000188,Routine / Complaint,-,0,0,0,0,0,0
12/4/19,Daybreak Village Senior Living Community,33030271,routine,-,0,0,0,0,0,0
8/7/19,Daybreak Village Senior Living Community,33030271,complaint,1,1,0,1,0,0,0
3/26/19,Daybreak Village Senior Living Community,33030271,Routine / Complaint,-,0,0,0,0,0,0
10/25/17,Daybreak Village Senior Living Community,33030271,routine,-,0,0,0,0,0,0
12/8/16,Daybreak Village Senior Living Community,33030271,other,1,0,1,0,1,0,0
11/7/16,Daybreak Village Senior Living Community,33030271,complaint,-,0,0,0,0,0,0
7/8/16,Daybreak Village Senior Living Community,33030271,routine,2,2,0,0,0,1,0
2/19/16,Daybreak Village Senior Living Community,33030271,complaint,1,1,0,1,0,0,0
12/7/15,Daybreak Village Senior Living Community,33030271,complaint,1,0,1,0,0,0,0
8/20/15,Daybreak Village Senior Living Community,33030271,routine,2,0,2,0,0,0,0
9/19/19,Delmar Gardens of Gwinnett,ALC000119,routine,1,0,0,0,0,0,0
9/9/19,Delmar Gardens of Gwinnett,ALC000119,complaint,-,0,0,0,0,0,0
4/3/19,Delmar Gardens of Gwinnett,ALC000119,complaint,-,0,0,0,0,0,0
3/15/19,Delmar Gardens of Gwinnett,ALC000119,other,1,0,1,0,1,0,0
1/18/19,Delmar Gardens of Gwinnett,ALC000119,complaint,-,0,0,0,0,0,0
9/19/18,Delmar Gardens of Gwinnett,ALC000119,routine,2,1,1,0,0,0,0
10/14/16,Delmar Gardens of Gwinnett,ALC000119,routine,-,0,0,0,0,0,0
7/13/15,Delmar Gardens of Gwinnett,ALC000119,complaint,-,0,0,0,0,0,0
3/27/19,Delmar Gardens of Smyrna,ALC000134,routine,-,0,0,0,0,0,0
11/9/17,Delmar Gardens of Smyrna,ALC000134,routine,-,0,0,0,0,0,0
4/5/17,Delmar Gardens of Smyrna,ALC000134,routine,1,0,0,0,0,0,0
1/9/17,Delmar Gardens of Smyrna,ALC000134,complaint,-,0,0,0,0,0,0
4/26/16,Delmar Gardens of Smyrna,ALC000134,complaint,-,0,0,0,0,0,0
1/13/16,Delmar Gardens of Smyrna,ALC000134,Routine / Complaint,4,0,0,0,0,0,0
1/28/15,Delmar Gardens of Smyrna,ALC000134,routine,2,0,0,0,0,0,0
1/2/18,Discovery Village at Sugarloaf,PCH008512,other,-,0,0,0,0,0,0
7/19/17,Discovery Village at Sugarloaf,PCH008512,other,2,0,1,0,0,0,0
2/8/17,Discovery Village at Sugarloaf,PCH008512,routine,14,2,6,0,4,1,0
11/1/16,Discovery Village at Sugarloaf,PCH008512,complaint,7,2,0,0,0,0,0
10/3/16,Discovery Village at Sugarloaf,PCH008512,complaint,2,0,0,0,0,0,0
7/21/16,Discovery Village at Sugarloaf,PCH008512,other,3,0,1,0,0,0,0
2/22/16,Discovery Village at Sugarloaf,PCH008512,routine,5,0,4,0,1,1,0
1/5/15,Discovery Village at Sugarloaf,PCH008512,other,2,2,0,0,2,0,0
12/4/19,Dogwood Forest of Acworth,ALC000235,complaint,-,0,0,0,0,0,0
10/18/19,Dogwood Forest of Acworth,ALC000235,complaint,-,0,0,0,0,0,0
9/26/19,Dogwood Forest of Acworth,ALC000235,complaint,2,1,1,1,0,0,0
9/10/19,Dogwood Forest of Acworth,ALC000235,complaint,-,0,0,0,0,0,0
8/23/19,Dogwood Forest of Acworth,ALC000235,complaint,1,1,0,1,0,0,0
3/21/19,Dogwood Forest of Acworth,ALC000235,complaint,1,1,0,1,0,0,0
1/23/19,Dogwood Forest of Acworth,ALC000235,Routine / Complaint,2,1,1,0,0,0,0
6/19/18,Dogwood Forest of Acworth,ALC000235,complaint,-,0,0,0,0,0,0
4/25/18,Dogwood Forest of Acworth,ALC000235,complaint,-,0,0,0,0,0,0
1/4/18,Dogwood Forest of Acworth,ALC000235,Routine / Complaint,-,0,0,0,0,0,0
12/14/17,Dogwood Forest of Acworth,ALC000235,other,-,0,0,0,0,0,0
10/16/17,Dogwood Forest of Acworth,ALC000235,complaint,2,1,1,1,0,0,0
7/12/17,Dogwood Forest of Acworth,ALC000235,complaint,11,0,1,0,0,0,0
3/8/17,Dogwood Forest of Acworth,ALC000235,routine,3,0,2,0,0,0,0
1/30/17,Dogwood Forest of Acworth,ALC000235,complaint,-,0,0,0,0,0,0
10/21/16,Dogwood Forest of Acworth,ALC000235,complaint,2,0,1,0,0,0,0
7/6/16,Dogwood Forest of Acworth,ALC000235,complaint,-,0,0,0,0,0,0
6/27/16,Dogwood Forest of Acworth,ALC000235,complaint,1,0,1,0,0,0,0
12/14/15,Dogwood Forest of Acworth,ALC000235,complaint,-,0,0,0,0,0,0
11/20/15,Dogwood Forest of Acworth,ALC000235,routine,3,0,0,0,0,0,0
